1709124507.476734 server started (31581): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1709124507.476760 on Linux 6.6.16-2-MANJARO #1 SMP PREEMPT_DYNAMIC Sat Feb 10 09:40:02 UTC 2024
1709124507.476766 using libevent 2.1.12-stable poll
1709124507.476767 using ncurses 6.4 20230520
1709124507.477499 yylex_token: end at WS
1709124507.477500 yylex_token: command-prompt
1709124507.477501 yylex_token: end at WS
1709124507.477502 yylex_token: -I#S
1709124507.477503 yylex_token: end at WS
1709124507.477504 yylex_token: rename-session
1709124507.477505 yylex_token: end at WS
1709124507.477506 yylex_token: --
1709124507.477507 yylex_token: end at WS
1709124507.477508 yylex_token: %%
1709124507.477510 cmd_parse_build_commands 0:0: bind
1709124507.477511 cmd_parse_build_commands 0:1: -N
1709124507.477513 cmd_parse_build_commands 0:2: Rename current session
1709124507.477514 cmd_parse_build_commands 0:3: $
1709124507.477515 cmd_parse_build_commands 0:4 0:0: command-prompt
1709124507.477517 cmd_parse_build_commands 0:4 0:1: -I#S
1709124507.477518 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1709124507.477519 cmd_parse_build_commands 0:4 0:2 0:1: --
1709124507.477520 cmd_parse_build_commands 0:4 0:2 0:2: %%
1709124507.477522 cmd_parse_build_commands 0:0: command-prompt
1709124507.477523 cmd_parse_build_commands 0:1: -I#S
1709124507.477525 cmd_parse_build_commands 0:2 0:0: rename-session
1709124507.477526 cmd_parse_build_commands 0:2 0:1: --
1709124507.477527 cmd_parse_build_commands 0:2 0:2: %%
1709124507.477529 cmd_parse_build_commands 0:0: rename-session
1709124507.477530 cmd_parse_build_commands 0:1: --
1709124507.477531 cmd_parse_build_commands 0:2: %%
1709124507.477533 args_parse_flags: next --
1709124507.477534 args_parse: flags end at 2 of 3
1709124507.477535 args_parse: 2 = %% (type STRING)
1709124507.477538 cmd_parse_build_commands: rename-session "%%"
1709124507.477540 args_parse_flags: next -I#S
1709124507.477541 args_parse_flag_argument: -I = #S
1709124507.477542 args_parse: flags end at 2 of 3
1709124507.477545 args_parse: 2 = rename-session "%%" (type COMMANDS)
1709124507.477549 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1709124507.477550 args_parse_flags: next -N
1709124507.477552 args_parse_flag_argument: -N = Rename current session
1709124507.477553 args_parse_flags: next $
1709124507.477554 args_parse: flags end at 3 of 5
1709124507.477555 args_parse: 3 = $ (type STRING)
1709124507.477559 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1709124507.477564 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1709124507.477570 cmdq_get_command: [bind-key/0x55bdeabd1dd0] group 58
1709124507.477571 cmdq_append <global>: [bind-key/0x55bdeabd1dd0]
1709124507.477577 yylex_token: end at WS
1709124507.477578 yylex_token: bind
1709124507.477579 yylex_token: end at WS
1709124507.477580 yylex_token: -N
1709124507.477582 yylex_token: end at WS
1709124507.477583 yylex_token: Split window horizontally
1709124507.477584 yylex_get_word: %
1709124507.477586 yylex_token: end at WS
1709124507.477587 yylex_token: split-window
1709124507.477588 yylex_token: end at WS
1709124507.477588 yylex_token: -h
1709124507.477590 cmd_parse_build_commands 0:0: bind
1709124507.477592 cmd_parse_build_commands 0:1: -N
1709124507.477593 cmd_parse_build_commands 0:2: Split window horizontally
1709124507.477594 cmd_parse_build_commands 0:3: %
1709124507.477595 cmd_parse_build_commands 0:4 0:0: split-window
1709124507.477597 cmd_parse_build_commands 0:4 0:1: -h
1709124507.477598 cmd_parse_build_commands 0:0: split-window
1709124507.477600 cmd_parse_build_commands 0:1: -h
1709124507.477603 args_parse_flags: next -h
1709124507.477604 args_parse_flags: -h
1709124507.477605 args_parse: flags end at 2 of 2
1709124507.477607 cmd_parse_build_commands: split-window -h
1709124507.477608 args_parse_flags: next -N
1709124507.477610 args_parse_flag_argument: -N = Split window horizontally
1709124507.477611 args_parse_flags: next %
1709124507.477613 args_parse: flags end at 3 of 5
1709124507.477614 args_parse: 3 = % (type STRING)
1709124507.477616 args_parse: 4 = split-window -h (type COMMANDS)
1709124507.477620 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1709124507.477622 cmdq_get_command: [bind-key/0x55bdeabd21e0] group 70
1709124507.477624 cmdq_append <global>: [bind-key/0x55bdeabd21e0]
1709124507.477625 yylex_token: end at WS
1709124507.477626 yylex_token: bind
1709124507.477627 yylex_token: end at WS
1709124507.477628 yylex_token: -N
1709124507.477630 yylex_token: end at WS
1709124507.477631 yylex_token: Kill current window
1709124507.477632 yylex_token: end at WS
1709124507.477633 yylex_token: &
1709124507.477634 yylex_token: end at WS
1709124507.477635 yylex_token: confirm-before
1709124507.477637 yylex_token: end at WS
1709124507.477638 yylex_token: -pkill-window #W? (y/n)
1709124507.477639 yylex_token: end at WS
1709124507.477640 yylex_token: kill-window
1709124507.477642 cmd_parse_build_commands 0:0: bind
1709124507.477644 cmd_parse_build_commands 0:1: -N
1709124507.477645 cmd_parse_build_commands 0:2: Kill current window
1709124507.477646 cmd_parse_build_commands 0:3: &
1709124507.477647 cmd_parse_build_commands 0:4 0:0: confirm-before
1709124507.477649 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1709124507.477650 cmd_parse_build_commands 0:4 0:2: kill-window
1709124507.477652 cmd_parse_build_commands 0:0: confirm-before
1709124507.477654 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1709124507.477655 cmd_parse_build_commands 0:2: kill-window
1709124507.477657 args_parse_flags: next -pkill-window #W? (y/n)
1709124507.477659 args_parse_flag_argument: -p = kill-window #W? (y/n)
1709124507.477660 args_parse_flags: next kill-window
1709124507.477661 args_parse: flags end at 2 of 3
1709124507.477662 args_parse: 2 = kill-window (type STRING)
1709124507.477666 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1709124507.477667 args_parse_flags: next -N
1709124507.477669 args_parse_flag_argument: -N = Kill current window
1709124507.477670 args_parse_flags: next &
1709124507.477671 args_parse: flags end at 3 of 5
1709124507.477672 args_parse: 3 = & (type STRING)
1709124507.477676 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1709124507.477681 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1709124507.477684 cmdq_get_command: [bind-key/0x55bdeabd28e0] group 78
1709124507.477686 cmdq_append <global>: [bind-key/0x55bdeabd28e0]
1709124507.477689 yylex_token: end at WS
1709124507.477694 yylex_token: bind
1709124507.477695 yylex_token: end at WS
1709124507.477696 yylex_token: -N
1709124507.477698 yylex_token: end at WS
1709124507.477700 yylex_token: Prompt for window index to select
1709124507.477701 yylex_token: end at WS
1709124507.477702 yylex_token: '
1709124507.477703 yylex_token: end at WS
1709124507.477704 yylex_token: command-prompt
1709124507.477705 yylex_token: end at WS
1709124507.477706 yylex_token: -T
1709124507.477708 yylex_token: end at WS
1709124507.477709 yylex_token: window-target
1709124507.477710 yylex_token: end at WS
1709124507.477711 yylex_token: -pindex
1709124507.477712 yylex_token: end at WS
1709124507.477713 yylex_token: select-window
1709124507.477714 yylex_token: end at WS
1709124507.477715 yylex_token: -t
1709124507.477716 yylex_token: end at WS
1709124507.477717 yylex_token: :%%
1709124507.477719 cmd_parse_build_commands 0:0: bind
1709124507.477721 cmd_parse_build_commands 0:1: -N
1709124507.477722 cmd_parse_build_commands 0:2: Prompt for window index to select
1709124507.477723 cmd_parse_build_commands 0:3: '
1709124507.477725 cmd_parse_build_commands 0:4 0:0: command-prompt
1709124507.477726 cmd_parse_build_commands 0:4 0:1: -T
1709124507.477727 cmd_parse_build_commands 0:4 0:2: window-target
1709124507.477728 cmd_parse_build_commands 0:4 0:3: -pindex
1709124507.477730 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1709124507.477731 cmd_parse_build_commands 0:4 0:4 0:1: -t
1709124507.477732 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1709124507.477734 cmd_parse_build_commands 0:0: command-prompt
1709124507.477735 cmd_parse_build_commands 0:1: -T
1709124507.477736 cmd_parse_build_commands 0:2: window-target
1709124507.477738 cmd_parse_build_commands 0:3: -pindex
1709124507.477739 cmd_parse_build_commands 0:4 0:0: select-window
1709124507.477740 cmd_parse_build_commands 0:4 0:1: -t
1709124507.477741 cmd_parse_build_commands 0:4 0:2: :%%
1709124507.477743 cmd_parse_build_commands 0:0: select-window
1709124507.477744 cmd_parse_build_commands 0:1: -t
1709124507.477745 cmd_parse_build_commands 0:2: :%%
1709124507.477747 args_parse_flags: next -t
1709124507.477749 args_parse_flag_argument: -t = :%%
1709124507.477750 args_parse: flags end at 3 of 3
1709124507.477754 cmd_parse_build_commands: select-window -t ":%%"
1709124507.477755 args_parse_flags: next -T
1709124507.477757 args_parse_flag_argument: -T = window-target
1709124507.477758 args_parse_flags: next -pindex
1709124507.477759 args_parse_flag_argument: -p = index
1709124507.477760 args_parse: flags end at 4 of 5
1709124507.477763 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1709124507.477768 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1709124507.477769 args_parse_flags: next -N
1709124507.477771 args_parse_flag_argument: -N = Prompt for window index to select
1709124507.477772 args_parse_flags: next '
1709124507.477773 args_parse: flags end at 3 of 5
1709124507.477774 args_parse: 3 = ' (type STRING)
1709124507.477778 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1709124507.477785 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1709124507.477789 cmdq_get_command: [bind-key/0x55bdeabd3200] group 86
1709124507.477791 cmdq_append <global>: [bind-key/0x55bdeabd3200]
1709124507.477794 yylex_token: end at WS
1709124507.477796 yylex_token: bind
1709124507.477797 yylex_token: end at WS
1709124507.477798 yylex_token: -N
1709124507.477800 yylex_token: end at WS
1709124507.477801 yylex_token: Switch to previous client
1709124507.477802 yylex_token: end at WS
1709124507.477803 yylex_token: (
1709124507.477804 yylex_token: end at WS
1709124507.477805 yylex_token: switch-client
1709124507.477806 yylex_token: end at WS
1709124507.477807 yylex_token: -p
1709124507.477809 cmd_parse_build_commands 0:0: bind
1709124507.477810 cmd_parse_build_commands 0:1: -N
1709124507.477812 cmd_parse_build_commands 0:2: Switch to previous client
1709124507.477816 cmd_parse_build_commands 0:3: (
1709124507.477817 cmd_parse_build_commands 0:4 0:0: switch-client
1709124507.477819 cmd_parse_build_commands 0:4 0:1: -p
1709124507.477821 cmd_parse_build_commands 0:0: switch-client
1709124507.477822 cmd_parse_build_commands 0:1: -p
1709124507.477825 args_parse_flags: next -p
1709124507.477826 args_parse_flags: -p
1709124507.477828 args_parse: flags end at 2 of 2
1709124507.477830 cmd_parse_build_commands: switch-client -p
1709124507.477831 args_parse_flags: next -N
1709124507.477833 args_parse_flag_argument: -N = Switch to previous client
1709124507.477834 args_parse_flags: next (
1709124507.477835 args_parse: flags end at 3 of 5
1709124507.477836 args_parse: 3 = ( (type STRING)
1709124507.477838 args_parse: 4 = switch-client -p (type COMMANDS)
1709124507.477842 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1709124507.477845 cmdq_get_command: [bind-key/0x55bdeabd3b30] group 98
1709124507.477846 cmdq_append <global>: [bind-key/0x55bdeabd3b30]
1709124507.477848 yylex_token: end at WS
1709124507.477849 yylex_token: bind
1709124507.477850 yylex_token: end at WS
1709124507.477851 yylex_token: -N
1709124507.477852 yylex_token: end at WS
1709124507.477854 yylex_token: Switch to next client
1709124507.477855 yylex_token: end at WS
1709124507.477856 yylex_token: )
1709124507.477857 yylex_token: end at WS
1709124507.477858 yylex_token: switch-client
1709124507.477859 yylex_token: end at WS
1709124507.477860 yylex_token: -n
1709124507.477862 cmd_parse_build_commands 0:0: bind
1709124507.477863 cmd_parse_build_commands 0:1: -N
1709124507.477864 cmd_parse_build_commands 0:2: Switch to next client
1709124507.477866 cmd_parse_build_commands 0:3: )
1709124507.477867 cmd_parse_build_commands 0:4 0:0: switch-client
1709124507.477868 cmd_parse_build_commands 0:4 0:1: -n
1709124507.477870 cmd_parse_build_commands 0:0: switch-client
1709124507.477871 cmd_parse_build_commands 0:1: -n
1709124507.477874 args_parse_flags: next -n
1709124507.477875 args_parse_flags: -n
1709124507.477876 args_parse: flags end at 2 of 2
1709124507.477878 cmd_parse_build_commands: switch-client -n
1709124507.477879 args_parse_flags: next -N
1709124507.477881 args_parse_flag_argument: -N = Switch to next client
1709124507.477882 args_parse_flags: next )
1709124507.477883 args_parse: flags end at 3 of 5
1709124507.477884 args_parse: 3 = ) (type STRING)
1709124507.477886 args_parse: 4 = switch-client -n (type COMMANDS)
1709124507.477891 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1709124507.477893 cmdq_get_command: [bind-key/0x55bdeabd3e00] group 106
1709124507.477895 cmdq_append <global>: [bind-key/0x55bdeabd3e00]
1709124507.477896 yylex_token: end at WS
1709124507.477897 yylex_token: bind
1709124507.477898 yylex_token: end at WS
1709124507.477899 yylex_token: -N
1709124507.477901 yylex_token: end at WS
1709124507.477902 yylex_token: Rename current window
1709124507.477903 yylex_token: end at WS
1709124507.477904 yylex_token: ,
1709124507.477905 yylex_token: end at WS
1709124507.477906 yylex_token: command-prompt
1709124507.477907 yylex_token: end at WS
1709124507.477908 yylex_token: -I#W
1709124507.477910 yylex_token: end at WS
1709124507.477911 yylex_token: rename-window
1709124507.477912 yylex_token: end at WS
1709124507.477913 yylex_token: --
1709124507.477914 yylex_token: end at WS
1709124507.477915 yylex_token: %%
1709124507.477917 cmd_parse_build_commands 0:0: bind
1709124507.477918 cmd_parse_build_commands 0:1: -N
1709124507.477919 cmd_parse_build_commands 0:2: Rename current window
1709124507.477920 cmd_parse_build_commands 0:3: ,
1709124507.477922 cmd_parse_build_commands 0:4 0:0: command-prompt
1709124507.477923 cmd_parse_build_commands 0:4 0:1: -I#W
1709124507.477924 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1709124507.477926 cmd_parse_build_commands 0:4 0:2 0:1: --
1709124507.477927 cmd_parse_build_commands 0:4 0:2 0:2: %%
1709124507.477929 cmd_parse_build_commands 0:0: command-prompt
1709124507.477932 cmd_parse_build_commands 0:1: -I#W
1709124507.477934 cmd_parse_build_commands 0:2 0:0: rename-window
1709124507.477935 cmd_parse_build_commands 0:2 0:1: --
1709124507.477936 cmd_parse_build_commands 0:2 0:2: %%
1709124507.477938 cmd_parse_build_commands 0:0: rename-window
1709124507.477939 cmd_parse_build_commands 0:1: --
1709124507.477940 cmd_parse_build_commands 0:2: %%
1709124507.477943 args_parse_flags: next --
1709124507.477944 args_parse: flags end at 2 of 3
1709124507.477945 args_parse: 2 = %% (type STRING)
1709124507.477947 cmd_parse_build_commands: rename-window "%%"
1709124507.477949 args_parse_flags: next -I#W
1709124507.477953 args_parse_flag_argument: -I = #W
1709124507.477955 args_parse: flags end at 2 of 3
1709124507.477958 args_parse: 2 = rename-window "%%" (type COMMANDS)
1709124507.477961 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1709124507.477963 args_parse_flags: next -N
1709124507.477964 args_parse_flag_argument: -N = Rename current window
1709124507.477965 args_parse_flags: next ,
1709124507.477967 args_parse: flags end at 3 of 5
1709124507.477968 args_parse: 3 = , (type STRING)
1709124507.477971 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1709124507.477976 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1709124507.477980 cmdq_get_command: [bind-key/0x55bdeabd4a60] group 114
1709124507.477981 cmdq_append <global>: [bind-key/0x55bdeabd4a60]
1709124507.477983 yylex_token: end at WS
1709124507.477984 yylex_token: bind
1709124507.477985 yylex_token: end at WS
1709124507.477986 yylex_token: -N
1709124507.477988 yylex_token: end at WS
1709124507.477989 yylex_token: Delete the most recent paste buffer
1709124507.477990 yylex_token: end at WS
1709124507.477991 yylex_token: -
1709124507.477992 yylex_token: end at WS
1709124507.477993 yylex_token: delete-buffer
1709124507.477995 cmd_parse_build_commands 0:0: bind
1709124507.477996 cmd_parse_build_commands 0:1: -N
1709124507.477998 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1709124507.477999 cmd_parse_build_commands 0:3: -
1709124507.478001 cmd_parse_build_commands 0:4 0:0: delete-buffer
1709124507.478003 cmd_parse_build_commands 0:0: delete-buffer
1709124507.478005 args_parse: flags end at 1 of 1
1709124507.478006 cmd_parse_build_commands: delete-buffer
1709124507.478007 args_parse_flags: next -N
1709124507.478009 args_parse_flag_argument: -N = Delete the most recent paste buffer
1709124507.478010 args_parse_flags: next -
1709124507.478011 args_parse: flags end at 3 of 5
1709124507.478012 args_parse: 3 = - (type STRING)
1709124507.478014 args_parse: 4 = delete-buffer (type COMMANDS)
1709124507.478018 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1709124507.478020 cmdq_get_command: [bind-key/0x55bdeabd5660] group 126
1709124507.478022 cmdq_append <global>: [bind-key/0x55bdeabd5660]
1709124507.478026 yylex_token: end at WS
1709124507.478027 yylex_token: bind
1709124507.478028 yylex_token: end at WS
1709124507.478029 yylex_token: -N
1709124507.478031 yylex_token: end at WS
1709124507.478032 yylex_token: Move the current window
1709124507.478033 yylex_token: end at WS
1709124507.478034 yylex_token: .
1709124507.478035 yylex_token: end at WS
1709124507.478036 yylex_token: command-prompt
1709124507.478037 yylex_token: end at WS
1709124507.478038 yylex_token: -T
1709124507.478039 yylex_token: end at WS
1709124507.478040 yylex_token: target
1709124507.478042 yylex_token: end at WS
1709124507.478043 yylex_token: move-window
1709124507.478044 yylex_token: end at WS
1709124507.478045 yylex_token: -t
1709124507.478046 yylex_token: end at WS
1709124507.478047 yylex_token: %%
1709124507.478049 cmd_parse_build_commands 0:0: bind
1709124507.478050 cmd_parse_build_commands 0:1: -N
1709124507.478051 cmd_parse_build_commands 0:2: Move the current window
1709124507.478053 cmd_parse_build_commands 0:3: .
1709124507.478054 cmd_parse_build_commands 0:4 0:0: command-prompt
1709124507.478059 cmd_parse_build_commands 0:4 0:1: -T
1709124507.478060 cmd_parse_build_commands 0:4 0:2: target
1709124507.478061 cmd_parse_build_commands 0:4 0:3 0:0: move-window
